,borrower_type,credit_score,age,county,income,loan_amount,loan_term_months,interest_rate,default_prob,defaulted,loan_purpose
24536,Consumer,702,44,Other,135000.0,69286,20,11.96,0.11727272727272725,0,Personal
24537,SME,421,40,Mombasa,67000.0,3639368,50,15.58,0.217,1,Working Capital
24538,SME,803,70,Nakuru,191000.0,2039471,53,7.9399999999999995,0.11281818181818182,1,Equipment
24539,SME,646,48,Other,198000.0,4097950,21,11.08,0.15563636363636363,0,Equipment
24540,Consumer,514,23,Nairobi,82000.0,96717,16,15.72,0.2027272727272727,0,Business
24541,Consumer,364,58,Nairobi,14000.0,174230,23,18.72,0.2709090909090909,0,Emergency
24542,Consumer,747,40,Nakuru,100000.0,130362,21,11.06,0.0968181818181818,1,Business
24543,SME,463,59,Nairobi,486000.0,4454265,47,14.74,0.20554545454545453,0,Working Capital
24544,Consumer,679,52,Nairobi,33000.0,6414,10,12.42,0.12772727272727272,0,Business
24545,Consumer,642,28,Other,68000.0,96786,18,13.16,0.14454545454545453,1,Business
24546,Consumer,561,63,Other,139000.0,197221,24,14.78,0.18136363636363634,0,Personal
24547,Consumer,392,43,Nairobi,67000.0,76194,17,18.16,0.2581818181818182,0,Emergency
24548,SME,333,60,Other,377000.0,3027174,46,17.34,0.241,0,Inventory
24549,Consumer,469,60,Mombasa,36000.0,37435,15,16.62,0.22318181818181818,0,Emergency
24550,SME,752,57,Other,346000.0,3037893,45,8.96,0.12672727272727274,0,Inventory
24551,Consumer,474,62,Nakuru,41000.0,187769,9,16.52,0.2209090909090909,0,Personal
24552,Consumer,823,64,Other,78000.0,151374,14,9.54,0.06227272727272726,0,Personal
24553,Consumer,494,25,Mombasa,27000.0,97807,17,16.12,0.2118181818181818,0,Medical
24554,Consumer,584,36,Kisumu,106000.0,35204,19,14.32,0.1709090909090909,0,Medical
24555,Consumer,524,20,Other,29000.0,175771,17,15.52,0.19818181818181818,0,Emergency
24556,Consumer,336,20,Nairobi,101000.0,45608,19,19.28,0.28363636363636363,0,Business
24557,SME,596,42,Nakuru,178000.0,1307406,38,12.08,0.16927272727272727,0,Inventory
24558,Consumer,702,54,Nairobi,38000.0,29812,9,11.96,0.11727272727272725,0,Education
24559,SME,814,37,Nakuru,475000.0,1155847,29,7.720000000000001,0.10981818181818181,0,Inventory
24560,Consumer,367,29,Nairobi,88000.0,29436,9,18.66,0.26954545454545453,1,Business
24561,Consumer,750,51,Nairobi,97000.0,118720,21,11.0,0.09545454545454543,0,Emergency
24562,Consumer,548,21,Other,97000.0,78831,15,15.04,0.18727272727272726,0,Personal
24563,SME,316,53,Nakuru,95000.0,134982,29,17.68,0.24563636363636362,0,Expansion
24564,Consumer,747,23,Nairobi,56000.0,71898,23,11.06,0.0968181818181818,0,Education
24565,Consumer,331,58,Kisumu,108000.0,144370,6,19.38,0.2859090909090909,0,Personal
24566,Consumer,656,42,Other,53000.0,19410,11,12.88,0.13818181818181818,0,Emergency
24567,SME,849,39,Machakos,275000.0,118751,53,7.02,0.10027272727272729,0,Equipment
24568,SME,682,34,Nakuru,96000.0,1639647,46,10.36,0.14581818181818182,0,Equipment
24569,Consumer,575,48,Nairobi,123000.0,96338,11,14.5,0.175,0,Emergency
24570,Consumer,834,34,Mombasa,25000.0,177505,11,9.32,0.05727272727272725,0,Business
24571,SME,793,37,Nakuru,222000.0,2729575,42,8.14,0.11554545454545456,1,Equipment
24572,Consumer,627,34,Nairobi,33000.0,154342,10,13.46,0.15136363636363634,0,Personal
24573,SME,630,50,Mombasa,375000.0,4798640,22,11.4,0.16,0,Expansion
24574,SME,771,69,Kisumu,300000.0,3512991,37,8.58,0.12154545454545457,0,Inventory
24575,Consumer,649,34,Nakuru,36000.0,186336,17,13.02,0.14136363636363636,1,Education
24576,Consumer,491,29,Nakuru,75000.0,76197,8,16.18,0.21318181818181817,0,Personal
24577,SME,322,35,Nakuru,62000.0,4966255,18,17.56,0.244,0,Working Capital
24578,Consumer,340,46,Nairobi,135000.0,22135,16,19.2,0.2818181818181818,1,Emergency
24579,Consumer,325,43,Machakos,60000.0,105873,18,19.5,0.28863636363636364,0,Education
24580,Consumer,564,20,Mombasa,36000.0,19766,11,14.72,0.18,1,Business
24581,SME,495,48,Nakuru,54000.0,2362444,34,14.1,0.1968181818181818,0,Expansion
24582,Consumer,358,32,Machakos,31000.0,118811,24,18.84,0.2736363636363636,0,Emergency
24583,Consumer,735,59,Nakuru,79000.0,194080,6,11.3,0.10227272727272727,0,Personal
24584,Consumer,695,40,Machakos,96000.0,184691,13,12.1,0.12045454545454545,0,Education
24585,SME,553,55,Mombasa,262000.0,3367527,33,12.94,0.181,0,Equipment
24586,Consumer,564,52,Other,112000.0,88732,20,14.72,0.18,0,Medical
24587,Consumer,599,49,Other,116000.0,104163,12,14.02,0.1640909090909091,0,Medical
24588,Consumer,471,59,Other,72000.0,103005,17,16.58,0.22227272727272726,0,Business
24589,Consumer,628,51,Nairobi,81000.0,34485,14,13.44,0.1509090909090909,0,Personal
24590,Consumer,798,64,Other,37000.0,154926,16,10.04,0.07363636363636364,0,Personal
24591,SME,459,37,Other,344000.0,85782,19,14.82,0.20663636363636365,0,Working Capital
24592,SME,416,55,Machakos,315000.0,4446845,29,15.68,0.21836363636363637,0,Expansion
24593,SME,539,60,Other,407000.0,3866940,26,13.22,0.18481818181818183,0,Working Capital
24594,Consumer,527,55,Other,146000.0,199140,14,15.46,0.1968181818181818,0,Personal
24595,Consumer,627,59,Nairobi,141000.0,39837,14,13.46,0.15136363636363634,1,Medical
24596,Consumer,700,62,Mombasa,25000.0,107411,14,12.0,0.11818181818181817,0,Emergency
24597,Consumer,317,34,Nakuru,38000.0,48577,14,19.66,0.29227272727272724,0,Business
24598,Consumer,611,42,Nairobi,23000.0,174020,15,13.78,0.15863636363636363,0,Emergency
24599,SME,406,67,Mombasa,454000.0,3680161,15,15.879999999999999,0.2210909090909091,0,Inventory
24600,Consumer,681,20,Other,37000.0,67371,17,12.38,0.1268181818181818,1,Education
24601,SME,491,33,Machakos,238000.0,1553626,30,14.18,0.19790909090909092,1,Working Capital
24602,Consumer,826,38,Other,105000.0,56841,8,9.48,0.060909090909090885,0,Emergency
24603,Consumer,417,57,Nakuru,23000.0,83223,18,17.66,0.2468181818181818,0,Medical
24604,SME,798,69,Other,206000.0,3430116,54,8.04,0.11418181818181819,1,Working Capital
24605,SME,415,37,Machakos,312000.0,2480770,17,15.7,0.21863636363636363,0,Working Capital
24606,Consumer,587,26,Mombasa,34000.0,119169,13,14.26,0.16954545454545453,0,Business
24607,Consumer,796,39,Other,115000.0,42875,23,10.08,0.07454545454545453,0,Business
24608,Consumer,557,45,Nakuru,39000.0,71721,10,14.86,0.18318181818181817,0,Business
24609,SME,774,32,Other,208000.0,4082194,25,8.52,0.12072727272727274,0,Inventory
24610,SME,601,34,Other,341000.0,4508281,40,11.98,0.1679090909090909,0,Inventory
24611,Consumer,367,63,Other,25000.0,81981,9,18.66,0.26954545454545453,0,Business
24612,Consumer,829,42,Other,22000.0,111724,14,9.42,0.05954545454545454,0,Education
24613,Consumer,802,35,Other,20000.0,109055,6,9.96,0.07181818181818181,0,Education
24614,Consumer,415,60,Other,105000.0,84318,14,17.7,0.2477272727272727,0,Business
24615,Consumer,489,30,Nairobi,21000.0,89430,16,16.22,0.21409090909090908,0,Emergency
24616,SME,748,51,Other,168000.0,1920179,18,9.04,0.12781818181818183,1,Expansion
24617,SME,664,28,Kisumu,469000.0,4198734,51,10.72,0.1507272727272727,1,Working Capital
24618,Consumer,840,51,Nairobi,95000.0,36172,9,9.2,0.054545454545454536,0,Business
24619,SME,811,63,Nakuru,386000.0,1663191,17,7.779999999999999,0.11063636363636364,0,Inventory
24620,SME,348,32,Mombasa,145000.0,1652718,21,17.04,0.2369090909090909,0,Inventory
24621,Consumer,656,45,Other,27000.0,82273,6,12.88,0.13818181818181818,0,Medical
24622,Consumer,670,25,Nakuru,147000.0,52136,23,12.6,0.1318181818181818,0,Education
24623,Consumer,454,37,Nairobi,51000.0,109113,23,16.92,0.22999999999999998,1,Personal
24624,Consumer,368,57,Mombasa,32000.0,31484,7,18.64,0.2690909090909091,0,Emergency
24625,Consumer,717,25,Nairobi,112000.0,153581,6,11.66,0.11045454545454544,0,Emergency
24626,Consumer,836,56,Kisumu,10000.0,101702,17,9.28,0.056363636363636366,1,Personal
24627,Consumer,794,52,Other,17000.0,32004,15,10.120000000000001,0.07545454545454544,0,Business
24628,Consumer,476,65,Nairobi,34000.0,197592,13,16.48,0.21999999999999997,0,Business
24629,SME,817,55,Nairobi,253000.0,645575,46,7.66,0.10900000000000001,0,Equipment
24630,SME,350,56,Nakuru,171000.0,639432,52,17.0,0.23636363636363636,0,Expansion
24631,Consumer,410,42,Nakuru,42000.0,169056,19,17.8,0.25,0,Personal
24632,Consumer,754,29,Machakos,142000.0,105703,13,10.92,0.09363636363636363,0,Business
24633,SME,375,59,Mombasa,101000.0,2724110,28,16.5,0.22954545454545455,1,Equipment
24634,Consumer,525,21,Nakuru,127000.0,152676,13,15.5,0.1977272727272727,0,Emergency
24635,SME,726,26,Nakuru,481000.0,853654,59,9.48,0.13381818181818184,0,Working Capital
24636,SME,437,36,Nakuru,131000.0,4921021,40,15.26,0.21263636363636362,0,Expansion
24637,Consumer,787,54,Nakuru,83000.0,190849,6,10.26,0.07863636363636362,0,Medical
24638,Consumer,724,26,Other,34000.0,113469,18,11.52,0.10727272727272727,0,Medical
24639,SME,737,30,Nakuru,347000.0,159757,38,9.26,0.13081818181818183,1,Inventory
24640,Consumer,375,37,Nairobi,120000.0,7350,8,18.5,0.2659090909090909,0,Personal
24641,SME,729,26,Other,435000.0,399126,38,9.42,0.133,0,Expansion
24642,Consumer,361,54,Other,87000.0,25403,24,18.78,0.2722727272727273,0,Personal
24643,Consumer,398,54,Other,123000.0,144787,20,18.04,0.25545454545454543,1,Education
24644,Consumer,632,46,Nakuru,146000.0,21836,12,13.36,0.14909090909090908,1,Personal
24645,Consumer,586,44,Mombasa,25000.0,188378,22,14.28,0.16999999999999998,0,Education
24646,Consumer,708,28,Other,56000.0,66809,22,11.84,0.11454545454545453,0,Emergency
24647,Consumer,617,58,Other,43000.0,178690,15,13.66,0.15590909090909089,0,Education
24648,SME,837,53,Mombasa,53000.0,1671434,20,7.26,0.10354545454545455,0,Working Capital
24649,SME,523,39,Nakuru,62000.0,2851213,24,13.54,0.18918181818181817,1,Expansion
24650,Consumer,399,32,Nairobi,113000.0,25359,10,18.02,0.255,1,Emergency
24651,Consumer,497,50,Nairobi,93000.0,11510,19,16.06,0.21045454545454545,0,Emergency
24652,Consumer,834,59,Nairobi,104000.0,170583,14,9.32,0.05727272727272725,0,Business
24653,SME,471,47,Other,216000.0,1801266,16,14.58,0.20336363636363636,0,Equipment
24654,Consumer,659,61,Other,51000.0,6598,6,12.82,0.1368181818181818,0,Personal
24655,Consumer,458,52,Other,41000.0,88726,7,16.84,0.22818181818181815,0,Emergency
24656,SME,693,67,Other,416000.0,807348,41,10.14,0.14281818181818182,0,Inventory
24657,SME,826,42,Nairobi,130000.0,3476762,39,7.48,0.10654545454545455,0,Equipment
24658,Consumer,464,52,Other,141000.0,113392,12,16.72,0.22545454545454546,0,Personal
24659,Consumer,310,27,Nairobi,40000.0,94512,19,19.8,0.29545454545454547,0,Business
24660,Consumer,693,29,Other,62000.0,72377,24,12.14,0.12136363636363634,0,Emergency
24661,Consumer,821,42,Machakos,120000.0,101664,11,9.58,0.06318181818181817,0,Personal
24662,Consumer,380,45,Other,141000.0,47634,17,18.4,0.2636363636363636,0,Medical
24663,Consumer,625,51,Kisumu,62000.0,145716,14,13.5,0.15227272727272725,0,Business
24664,Consumer,341,33,Other,47000.0,77713,22,19.18,0.28136363636363637,1,Medical
24665,Consumer,797,23,Mombasa,77000.0,18048,17,10.06,0.07409090909090907,0,Medical
24666,Consumer,528,63,Nairobi,12000.0,7339,11,15.44,0.19636363636363635,1,Personal
24667,Consumer,520,61,Mombasa,40000.0,121217,17,15.6,0.19999999999999998,0,Business
24668,SME,510,53,Other,82000.0,2796345,41,13.8,0.19272727272727272,0,Equipment
24669,SME,532,30,Nairobi,336000.0,3200136,49,13.36,0.18672727272727274,0,Working Capital
24670,SME,701,65,Other,269000.0,1726889,31,9.98,0.14063636363636361,0,Expansion
24671,Consumer,725,45,Kisumu,73000.0,17640,6,11.5,0.10681818181818181,0,Education
24672,SME,703,62,Other,165000.0,2838211,51,9.94,0.1400909090909091,0,Inventory
24673,Consumer,473,50,Nakuru,40000.0,156397,16,16.54,0.22136363636363635,0,Emergency
24674,Consumer,399,36,Other,116000.0,128072,12,18.02,0.255,0,Emergency
24675,Consumer,531,50,Mombasa,54000.0,146598,18,15.379999999999999,0.195,1,Business
24676,SME,333,67,Other,348000.0,4598086,25,17.34,0.241,0,Equipment
24677,Consumer,685,49,Machakos,120000.0,6560,6,12.3,0.125,1,Medical
24678,Consumer,379,61,Nairobi,14000.0,21059,13,18.42,0.2640909090909091,0,Education
24679,Consumer,781,46,Nakuru,12000.0,105104,19,10.379999999999999,0.08136363636363636,1,Medical
24680,Consumer,711,52,Other,35000.0,120876,7,11.78,0.11318181818181816,0,Personal
24681,Consumer,300,41,Nakuru,52000.0,43710,12,20.0,0.3,1,Education
24682,Consumer,694,53,Other,58000.0,148382,10,12.12,0.12090909090909091,0,Business
24683,Consumer,636,58,Nakuru,97000.0,115477,24,13.28,0.14727272727272725,0,Emergency
24684,Consumer,782,62,Nakuru,78000.0,92020,13,10.36,0.0809090909090909,0,Personal
24685,Consumer,837,53,Mombasa,146000.0,155843,18,9.26,0.05590909090909091,0,Personal
24686,Consumer,806,47,Nairobi,52000.0,174412,11,9.879999999999999,0.06999999999999998,1,Medical
24687,Consumer,353,30,Kisumu,102000.0,123057,8,18.94,0.2759090909090909,0,Personal
24688,Consumer,602,22,Other,70000.0,177164,18,13.96,0.16272727272727272,0,Emergency
24689,Consumer,426,60,Nairobi,120000.0,76079,10,17.48,0.2427272727272727,0,Emergency
24690,Consumer,547,46,Other,57000.0,113988,11,15.06,0.18772727272727271,1,Medical
24691,Consumer,574,24,Other,122000.0,180306,19,14.52,0.17545454545454545,0,Emergency
24692,SME,486,52,Other,386000.0,4734088,56,14.280000000000001,0.19927272727272727,0,Expansion
24693,Consumer,378,44,Nairobi,36000.0,158606,8,18.44,0.26454545454545453,0,Education
24694,Consumer,501,51,Nairobi,79000.0,184988,18,15.98,0.20863636363636362,1,Emergency
24695,Consumer,560,24,Nairobi,52000.0,109481,8,14.8,0.18181818181818182,1,Business
24696,Consumer,434,32,Other,74000.0,104298,20,17.32,0.23909090909090908,1,Personal
24697,SME,403,39,Other,388000.0,4820848,30,15.940000000000001,0.22190909090909092,0,Inventory
24698,Consumer,463,21,Nairobi,107000.0,145123,23,16.740000000000002,0.2259090909090909,0,Personal
24699,Consumer,547,41,Nairobi,15000.0,120373,12,15.06,0.18772727272727271,0,Emergency
24700,Consumer,428,32,Mombasa,53000.0,100355,17,17.44,0.24181818181818182,1,Medical
24701,SME,324,30,Mombasa,189000.0,396921,25,17.52,0.24345454545454545,0,Expansion
24702,Consumer,325,42,Kisumu,86000.0,91809,20,19.5,0.28863636363636364,1,Business
24703,Consumer,568,44,Kisumu,149000.0,93079,9,14.64,0.17818181818181816,0,Emergency
24704,Consumer,496,37,Nairobi,45000.0,107093,11,16.08,0.21090909090909088,1,Business
24705,SME,612,61,Other,52000.0,222070,33,11.76,0.1649090909090909,0,Working Capital
24706,Consumer,784,54,Other,110000.0,29660,10,10.32,0.07999999999999999,0,Business
24707,Consumer,478,23,Nakuru,56000.0,25321,20,16.44,0.2190909090909091,0,Emergency
24708,Consumer,646,36,Other,36000.0,198020,21,13.08,0.1427272727272727,0,Business
24709,SME,368,67,Other,303000.0,3472540,14,16.64,0.23145454545454547,0,Working Capital
24710,Consumer,728,57,Kisumu,113000.0,77319,20,11.44,0.10545454545454544,0,Education
24711,SME,355,43,Kisumu,84000.0,4056387,57,16.9,0.235,0,Inventory
24712,Consumer,486,57,Kisumu,32000.0,158415,9,16.28,0.21545454545454545,0,Medical
24713,Consumer,557,28,Mombasa,148000.0,138044,16,14.86,0.18318181818181817,0,Education
24714,SME,424,53,Nairobi,293000.0,215816,37,15.52,0.2161818181818182,0,Expansion
24715,SME,799,30,Other,446000.0,4532134,22,8.02,0.11390909090909093,0,Equipment
24716,SME,734,26,Nairobi,188000.0,4037030,13,9.32,0.13163636363636366,0,Equipment
24717,Consumer,338,24,Other,144000.0,89195,12,19.240000000000002,0.2827272727272727,0,Medical
24718,Consumer,656,41,Mombasa,91000.0,116394,8,12.88,0.13818181818181818,0,Emergency
24719,SME,659,63,Other,291000.0,2905400,53,10.82,0.1520909090909091,0,Equipment
24720,Consumer,480,54,Mombasa,18000.0,136988,8,16.4,0.21818181818181817,0,Personal
24721,Consumer,572,21,Mombasa,143000.0,196846,18,14.56,0.17636363636363633,1,Education
24722,Consumer,451,47,Other,110000.0,115068,20,16.98,0.23136363636363635,0,Medical
24723,Consumer,696,48,Nakuru,79000.0,150503,18,12.08,0.12,0,Emergency
24724,Consumer,770,39,Nakuru,83000.0,186762,19,10.6,0.08636363636363636,0,Education
24725,Consumer,746,28,Machakos,90000.0,67464,16,11.08,0.09727272727272726,0,Emergency
24726,Consumer,552,56,Other,76000.0,45753,23,14.96,0.18545454545454543,0,Personal
24727,SME,580,44,Other,214000.0,3428743,42,12.4,0.17363636363636364,1,Working Capital
24728,Consumer,611,23,Nairobi,132000.0,40667,19,13.78,0.15863636363636363,0,Emergency
24729,SME,464,43,Other,169000.0,101296,21,14.719999999999999,0.20527272727272727,0,Inventory
24730,Consumer,652,29,Nairobi,100000.0,71040,7,12.96,0.13999999999999999,0,Medical
24731,SME,569,31,Nakuru,90000.0,3144099,35,12.620000000000001,0.17663636363636365,1,Inventory
24732,Consumer,464,56,Other,27000.0,90012,10,16.72,0.22545454545454546,1,Personal
24733,Consumer,571,39,Machakos,97000.0,41174,22,14.58,0.17681818181818182,0,Emergency
24734,Consumer,623,29,Nairobi,41000.0,133128,24,13.54,0.15318181818181817,0,Emergency
24735,Consumer,669,46,Other,116000.0,152098,11,12.62,0.13227272727272726,0,Emergency
24736,Consumer,665,34,Other,121000.0,190969,15,12.7,0.13409090909090907,0,Personal
24737,Consumer,755,26,Other,108000.0,123140,22,10.9,0.09318181818181817,0,Business
24738,Consumer,553,39,Nakuru,134000.0,27350,17,14.94,0.185,0,Education
24739,Consumer,381,42,Nairobi,113000.0,183305,19,18.38,0.2631818181818182,0,Business
24740,Consumer,425,44,Other,66000.0,193163,6,17.5,0.24318181818181817,0,Medical
24741,Consumer,681,19,Machakos,65000.0,69334,11,12.38,0.1268181818181818,0,Medical
24742,Consumer,582,44,Other,22000.0,192175,9,14.36,0.17181818181818181,0,Business
24743,SME,655,58,Other,308000.0,1319719,21,10.9,0.1531818181818182,0,Working Capital
24744,Consumer,840,61,Nakuru,103000.0,107815,20,9.2,0.054545454545454536,0,Personal
24745,Consumer,569,35,Other,105000.0,48315,7,14.620000000000001,0.17772727272727273,0,Medical
24746,SME,819,42,Mombasa,454000.0,947475,20,7.62,0.10845454545454547,1,Equipment
24747,Consumer,742,65,Other,94000.0,107361,14,11.16,0.09909090909090909,0,Business
24748,Consumer,844,28,Nairobi,101000.0,89194,14,9.120000000000001,0.052727272727272706,0,Emergency
24749,SME,547,42,Nairobi,466000.0,2099648,18,13.06,0.18263636363636365,0,Equipment
24750,SME,768,63,Kisumu,280000.0,2894863,20,8.64,0.12236363636363637,0,Inventory
24751,Consumer,528,54,Kisumu,146000.0,143989,17,15.44,0.19636363636363635,0,Business
24752,Consumer,784,25,Nairobi,48000.0,103892,16,10.32,0.07999999999999999,0,Education
24753,Consumer,634,55,Nairobi,121000.0,20419,13,13.32,0.14818181818181816,0,Education
24754,Consumer,398,63,Other,135000.0,65540,18,18.04,0.25545454545454543,0,Emergency
24755,SME,514,69,Kisumu,182000.0,609797,40,13.72,0.19163636363636363,0,Equipment
24756,Consumer,735,31,Mombasa,56000.0,68630,9,11.3,0.10227272727272727,0,Medical
24757,Consumer,435,32,Nairobi,114000.0,110025,21,17.3,0.23863636363636362,0,Personal
24758,Consumer,618,39,Nairobi,50000.0,12783,18,13.64,0.15545454545454546,0,Emergency
24759,Consumer,351,31,Nakuru,28000.0,172604,19,18.98,0.2768181818181818,0,Education
24760,Consumer,512,37,Other,73000.0,190972,22,15.76,0.20363636363636362,0,Emergency
24761,Consumer,576,23,Other,92000.0,141529,17,14.48,0.17454545454545453,0,Education
24762,Consumer,301,49,Other,131000.0,65088,14,19.98,0.29954545454545456,1,Business
24763,SME,614,52,Other,290000.0,520213,44,11.72,0.16436363636363638,1,Expansion
24764,Consumer,757,53,Nairobi,104000.0,64566,6,10.86,0.09227272727272726,0,Emergency
24765,Consumer,677,21,Nairobi,28000.0,179778,15,12.46,0.12863636363636363,0,Business
24766,Consumer,623,62,Other,108000.0,105461,22,13.54,0.15318181818181817,1,Personal
24767,Consumer,442,36,Mombasa,29000.0,79137,24,17.16,0.23545454545454544,0,Business
24768,Consumer,819,53,Other,79000.0,93990,6,9.620000000000001,0.06409090909090909,0,Medical
24769,Consumer,587,34,Other,147000.0,140081,13,14.26,0.16954545454545453,0,Medical
24770,Consumer,310,33,Kisumu,72000.0,86870,19,19.8,0.29545454545454547,0,Personal
24771,Consumer,707,57,Other,13000.0,115959,18,11.86,0.11499999999999999,0,Business
24772,Consumer,574,59,Kisumu,46000.0,81182,23,14.52,0.17545454545454545,0,Personal
24773,Consumer,595,46,Nairobi,35000.0,34147,19,14.1,0.1659090909090909,0,Education
24774,SME,775,48,Kisumu,172000.0,4293192,40,8.5,0.12045454545454545,0,Equipment
24775,Consumer,344,50,Kisumu,84000.0,190806,22,19.12,0.27999999999999997,1,Emergency
24776,Consumer,811,41,Other,134000.0,76205,7,9.78,0.06772727272727272,0,Emergency
24777,Consumer,799,47,Other,150000.0,75565,20,10.02,0.07318181818181818,0,Medical
24778,Consumer,724,43,Other,143000.0,134008,13,11.52,0.10727272727272727,0,Medical
24779,Consumer,758,22,Nairobi,30000.0,128068,7,10.84,0.0918181818181818,0,Emergency
24780,SME,330,42,Nairobi,385000.0,4190223,17,17.4,0.24181818181818182,0,Working Capital
24781,SME,331,39,Kisumu,429000.0,757560,55,17.38,0.24154545454545454,0,Expansion
24782,Consumer,378,46,Other,116000.0,113044,13,18.44,0.26454545454545453,0,Education
24783,Consumer,796,26,Kisumu,104000.0,156458,9,10.08,0.07454545454545453,0,Business
24784,Consumer,727,53,Nakuru,59000.0,106585,11,11.46,0.1059090909090909,0,Medical
24785,Consumer,585,60,Other,119000.0,109644,14,14.3,0.17045454545454544,0,Emergency
24786,Consumer,380,23,Nairobi,127000.0,115740,22,18.4,0.2636363636363636,0,Education
24787,Consumer,320,30,Nairobi,112000.0,126305,8,19.6,0.2909090909090909,1,Emergency
24788,Consumer,496,53,Kisumu,74000.0,46754,9,16.08,0.21090909090909088,0,Medical
24789,Consumer,381,54,Other,139000.0,40798,19,18.38,0.2631818181818182,0,Personal
24790,SME,469,61,Other,276000.0,1272781,54,14.620000000000001,0.20390909090909093,1,Equipment
24791,SME,344,40,Other,417000.0,4072710,28,17.12,0.238,1,Working Capital
24792,Consumer,546,57,Nairobi,134000.0,44915,14,15.08,0.18818181818181817,0,Business
24793,Consumer,686,61,Machakos,137000.0,181956,8,12.28,0.12454545454545454,0,Emergency
24794,Consumer,425,48,Other,117000.0,35146,8,17.5,0.24318181818181817,1,Business
24795,Consumer,344,44,Mombasa,18000.0,32967,21,19.12,0.27999999999999997,0,Personal
24796,Consumer,767,59,Other,75000.0,198230,8,10.66,0.08772727272727271,0,Business
24797,SME,468,44,Other,323000.0,2265211,17,14.64,0.2041818181818182,0,Equipment
24798,Consumer,374,35,Other,148000.0,9587,10,18.52,0.26636363636363636,0,Business
24799,Consumer,621,61,Other,135000.0,176739,9,13.58,0.15409090909090908,0,Personal
24800,Consumer,475,50,Other,132000.0,16042,6,16.5,0.22045454545454546,1,Business
24801,Consumer,392,36,Other,81000.0,24500,6,18.16,0.2581818181818182,0,Medical
24802,Consumer,849,53,Nakuru,79000.0,18092,13,9.02,0.050454545454545446,0,Personal
24803,SME,675,54,Other,411000.0,3059915,53,10.5,0.14772727272727273,0,Expansion
24804,Consumer,790,30,Other,90000.0,151208,23,10.2,0.07727272727272727,0,Medical
24805,SME,612,50,Nairobi,397000.0,2687145,49,11.76,0.1649090909090909,0,Expansion
24806,Consumer,604,55,Nakuru,133000.0,179190,21,13.92,0.1618181818181818,0,Business
24807,Consumer,411,46,Other,130000.0,153998,7,17.78,0.24954545454545454,0,Personal
24808,Consumer,637,43,Other,46000.0,161353,18,13.26,0.14681818181818182,1,Emergency
24809,Consumer,386,45,Mombasa,42000.0,190343,23,18.28,0.26090909090909087,1,Medical
24810,SME,849,38,Nakuru,114000.0,2031612,45,7.02,0.10027272727272729,0,Equipment
24811,Consumer,382,27,Other,81000.0,105737,22,18.36,0.2627272727272727,1,Business
24812,Consumer,427,57,Mombasa,116000.0,9828,16,17.46,0.24227272727272725,1,Personal
24813,SME,348,40,Nairobi,210000.0,4515114,60,17.04,0.2369090909090909,0,Inventory
24814,Consumer,687,64,Other,34000.0,182999,14,12.26,0.12409090909090909,1,Medical
24815,SME,746,64,Machakos,477000.0,4478445,24,9.08,0.12836363636363637,0,Working Capital
24816,Consumer,463,48,Other,38000.0,11066,23,16.740000000000002,0.2259090909090909,0,Emergency
24817,Consumer,726,37,Machakos,24000.0,48657,8,11.48,0.10636363636363635,1,Business
24818,Consumer,449,42,Other,26000.0,92291,10,17.02,0.23227272727272724,0,Emergency
24819,SME,464,58,Nakuru,267000.0,4828977,16,14.719999999999999,0.20527272727272727,0,Expansion
24820,Consumer,421,49,Nairobi,54000.0,98856,9,17.58,0.245,0,Personal
24821,Consumer,670,24,Other,35000.0,122022,9,12.6,0.1318181818181818,0,Education
24822,SME,766,44,Other,223000.0,3391464,30,8.68,0.12290909090909091,0,Inventory
24823,Consumer,616,50,Other,124000.0,129271,19,13.68,0.15636363636363634,1,Personal
24824,Consumer,811,49,Nairobi,138000.0,147343,20,9.78,0.06772727272727272,0,Emergency
24825,SME,302,51,Nakuru,410000.0,1206469,60,17.96,0.24945454545454546,0,Equipment
24826,Consumer,366,65,Nakuru,140000.0,172870,24,18.68,0.27,0,Education
24827,Consumer,433,38,Nairobi,27000.0,169023,21,17.34,0.23954545454545453,1,Medical
24828,SME,828,63,Nairobi,86000.0,145308,56,7.4399999999999995,0.10600000000000001,0,Inventory
24829,Consumer,441,42,Nairobi,88000.0,137508,14,17.18,0.2359090909090909,0,Medical
24830,Consumer,663,49,Nairobi,50000.0,152733,17,12.74,0.13499999999999998,0,Emergency
24831,Consumer,701,21,Kisumu,123000.0,135947,23,11.98,0.11772727272727271,0,Emergency
24832,Consumer,404,60,Nakuru,24000.0,132969,13,17.92,0.2527272727272727,1,Education
24833,Consumer,373,51,Nairobi,59000.0,29204,23,18.54,0.2668181818181818,0,Emergency
24834,Consumer,818,44,Other,36000.0,48284,6,9.64,0.06454545454545454,0,Business
24835,SME,396,44,Kisumu,182000.0,138930,57,16.08,0.2238181818181818,0,Working Capital
24836,SME,636,55,Kisumu,136000.0,3358156,48,11.28,0.15836363636363637,1,Inventory
24837,Consumer,802,31,Other,86000.0,34223,6,9.96,0.07181818181818181,0,Education
24838,Consumer,684,23,Other,18000.0,120247,18,12.32,0.12545454545454543,0,Emergency
24839,Consumer,618,30,Other,13000.0,117132,22,13.64,0.15545454545454546,1,Business
24840,Consumer,511,45,Other,10000.0,56636,18,15.78,0.2040909090909091,0,Education
